date,tci_short
2022-04-21,53.21983135822371
2022-04-22,53.024273075469374
2022-04-25,53.04763455368723
2022-04-26,52.597174900360834
2022-04-27,52.5495438000234
2022-04-28,52.42426170242506
2022-04-29,52.906290072794036
2022-05-04,52.66449423222799
2022-05-05,53.269038946571435
2022-05-06,53.017643789327366
2022-05-09,53.02518958043925
2022-05-12,54.830633248559764
2022-05-17,54.7197323834015
2022-05-18,54.2514117990164
2022-05-19,54.85190854841081
2022-05-24,54.81288366522171
2022-05-25,54.67176477178915
2022-05-26,54.614389217155946
2022-05-27,54.74603736474651
2022-06-01,54.14193810459551
2022-06-06,53.461906466352644
2022-06-07,53.25000172917555
2022-06-08,53.25424451261019
2022-06-09,53.18346088201958
2022-06-10,53.35646294859233
2022-06-13,53.18640611670617
2022-06-14,53.26988318207017
2022-06-15,53.59895325694748
2022-06-16,53.642456630246926
2022-06-17,53.63477854401495
2022-06-22,53.69245423929533
2022-06-23,53.32255499877857
2022-06-24,53.454494557810285
2022-06-27,53.342397253156975
2022-06-28,53.241968161336
2022-06-29,53.35656461358716
2022-06-30,53.692532148234854
2022-07-01,53.88912086206037
2022-07-06,53.85648592922808
2022-07-07,53.849871416678184
2022-07-08,54.055928689985286
2022-07-11,54.065959280728435
2022-07-12,53.822417642501584
2022-07-13,54.914270652907284
2022-07-14,54.956467288548005
2022-07-15,54.84788468117838
2022-07-18,54.62204816432277
2022-07-19,54.86718384385667
2022-07-20,54.04670926951391
2022-07-21,53.82307010851648
2022-07-22,53.82382754607435
2022-07-25,52.929686872689985
2022-07-26,53.22133231099084
2022-07-27,53.18647759354844
2022-07-28,52.997155238555884
2022-07-29,52.94397362136815
2022-08-01,52.64826123775061
2022-08-02,53.262393538280044
2022-08-03,53.165654081409116
2022-08-04,53.5771260716355
2022-08-05,53.51414951987079
2022-08-08,53.47127876258512
2022-08-09,53.36944929964892
2022-08-10,52.884146012183606
2022-08-11,53.0643063682121
2022-08-12,52.98206976162364
2022-08-15,52.608236861737105
2022-08-16,52.27776049932853
2022-08-17,52.22736113557507
2022-08-18,51.554836696630936
2022-08-19,51.176982134580896
2022-08-22,52.222027773935366
2022-08-23,52.15145099154386
2022-08-24,52.060103611152925
2022-08-25,52.39176111543611
2022-08-26,52.360721473527384
2022-08-31,52.13483911609739
2022-09-01,51.89822901119703
2022-09-02,51.277604509222435
2022-09-07,50.822972955948664
2022-09-08,50.77169738880051
2022-09-09,50.96295493260487
2022-09-12,51.71582504638595
2022-09-13,51.54158041515101
2022-09-14,51.72313745863715
2022-09-15,51.69354425186004
2022-09-16,52.012867142401014
2022-09-21,52.054240553737564
2022-09-22,52.46239518161775
2022-09-23,52.30410788311531
2022-09-26,53.23057908636139
2022-09-27,47.67943310291742
2022-09-28,48.34738872945274
2022-09-29,47.214649656986516
2022-09-30,46.577252491214956
2022-10-03,46.576452543651804
2022-10-04,46.34598977816977
2022-10-05,46.08113939796752
2022-10-06,45.94859093788696
2022-10-07,45.945976303794225
2022-10-14,39.2664034340387
2022-10-17,40.03016298143313
2022-10-18,39.14303080927934
2022-10-19,39.0288198311871
2022-10-20,39.034701646743294
2022-10-21,39.041645223290296
2022-10-24,39.100052793957026
2022-10-25,39.02895517691157
2022-10-26,39.02661540791249
2022-10-27,39.10560320074489
2022-10-28,39.01572660640608
2022-10-31,39.09393305373857
2022-11-01,39.12620594358562
2022-11-02,38.9897986784643
2022-11-03,38.95394377093297
2022-11-04,38.971430263279125
2022-11-07,39.019496129985946
2022-11-08,39.11588185534674
2022-11-09,38.318318054023266
2022-11-10,38.45024444028959
2022-11-15,38.68353831870571
2022-11-16,38.65924919188567
2022-11-17,39.05978724123687
2022-11-18,40.66204987072425
2022-11-21,41.102513857703734
2022-11-22,41.158251502740455
2022-11-23,41.0729963980695
2022-11-29,41.314536160340566
2022-11-30,41.31654270620384
2022-12-01,41.517980636211874
2022-12-02,41.45410919390189
2022-12-05,41.14821135444256
2022-12-06,41.46793753895842
2022-12-07,41.39439880570021
2022-12-08,41.363036950510526
2022-12-09,41.08111622636552
2022-12-12,40.86581498199416
2022-12-13,41.344672063780514
2022-12-14,41.5692205859176
2022-12-15,41.24649010639869
2022-12-16,41.34560840235939
2022-12-19,41.37131917747994
2022-12-20,41.26113648265305
2022-12-21,40.934307028716894
2022-12-22,40.96527469211074
2022-12-29,41.38575084530916
2022-12-30,41.247482611972124
2023-01-04,41.31807463634777
2023-01-05,41.38618298644158
2023-01-06,41.22899183574802
2023-01-09,41.12369904707362
2023-01-10,41.18675100319525
2023-01-11,41.162218475117676
2023-01-18,41.42453495072021
2023-01-19,41.342143722708926
2023-01-20,41.33279885830428
2023-01-23,41.49918206319206
2023-01-24,41.623353266015904
2023-01-25,41.6567825602832
2023-01-26,41.80896487020804
2023-01-27,42.00200762730651
2023-01-30,41.52950934168458
2023-01-31,41.331566875070536
2023-02-01,41.21298705494641
2023-02-02,41.12786496621778
2023-02-03,40.68919388396745
2023-02-06,41.328386839069346
2023-02-07,41.25666684359047
2023-02-08,41.670907849785266
2023-02-09,41.59998713275687
2023-02-10,41.66403486704461
2023-02-13,42.198047948731606
2023-02-14,42.331410169830725
2023-02-15,42.258854609795286
2023-02-16,42.26912819688575
2023-02-17,42.29621365681894
2023-02-22,42.140476813851116
2023-02-23,42.364787890883
2023-02-24,42.37935747179978
2023-02-27,42.06958225161624
2023-02-28,40.944223634298915
2023-03-01,41.10593000948697
2023-03-02,40.67441459392946
2023-03-03,40.60892458431574
2023-03-06,40.34193718725693
2023-03-07,39.312683648663636
2023-03-08,39.5809606680375
2023-03-09,39.480464381849764
2023-03-10,38.44297129540832
2023-03-13,38.94651141557677
2023-03-14,39.15575818546727
2023-03-15,38.56668140404464
2023-03-16,39.25523606111404
2023-03-21,39.11231401340681
2023-03-22,39.05720274343013
2023-03-23,38.86988634517361
2023-03-24,38.47306412507273
2023-03-27,38.06145319940685
2023-03-28,38.45193497127922
2023-03-29,38.477700808690905
2023-03-30,38.7250489386368
2023-03-31,38.828251253854255
2023-04-03,39.12504403145676
2023-04-04,39.60849111288221
2023-04-05,39.795438213909925
2023-04-06,39.622810587131255
2023-04-12,39.757547172840624
2023-04-13,38.62279762259967
2023-04-14,38.71345310337841
2023-04-17,38.74816360293935
2023-04-18,37.399581245379416
2023-04-19,37.31456644742554
2023-04-20,37.40854798301404
2023-04-21,37.28787182350313
2023-04-24,36.99961656430535
2023-04-25,37.06142348655127
2023-04-26,37.14740011209789
2023-04-27,37.16384976874469
2023-04-28,37.98530172269527
2023-05-03,38.335859292241544
2023-05-04,38.659505447295516
2023-05-05,38.61853347753969
2023-05-10,38.93648388193299
2023-05-11,38.49714782260077
2023-05-12,38.536485554936355
2023-05-15,38.52175369426771
2023-05-16,38.84391324920002
2023-05-17,38.958062099712045
2023-05-18,39.44937828098283
2023-05-19,39.21411743983318
2023-05-22,39.1670768358322
2023-05-23,39.24806602726192
2023-05-24,39.06654901531201
2023-05-25,39.000417652387874
2023-05-26,39.08911544077827
2023-05-31,38.67645903238743
2023-06-01,38.767446979971254
2023-06-02,38.357918441402724
2023-06-05,38.47081776335382
2023-06-06,37.83192255705814
2023-06-07,37.66460344461259
2023-06-08,37.83042422542828
2023-06-09,36.985772428454666
2023-06-12,37.106937907326184
2023-06-13,37.205545043298024
2023-06-14,37.54113038037302
2023-06-15,36.76927434221984
2023-06-16,37.4928366229905
2023-06-21,37.58658725589016
2023-06-22,38.01441938420441
2023-06-23,38.99272681245619
2023-06-26,38.91375201075443
2023-06-27,38.889965797342306
2023-06-30,38.67148116713579
2023-07-03,38.89973899861345
2023-07-06,38.80086822324375
2023-07-07,38.54395422758311
2023-07-10,38.68799739071789
2023-07-11,38.28040785460747
2023-07-12,38.165838714993946
2023-07-13,38.29844115287725
2023-07-14,38.39996647475902
2023-07-17,38.7904540385344
2023-07-18,38.368214040907844
2023-07-19,38.44087144530728
2023-07-20,38.765786178466236
2023-07-21,38.70247761785449
2023-07-24,38.51477052981502
2023-07-25,38.73382989787556
2023-07-26,38.99469475467199
2023-07-27,38.743480634464824
2023-07-28,38.64778347507684
2023-07-31,38.50314431196507
2023-08-01,38.54816588123667
2023-08-02,38.846365952041246
2023-08-03,39.19703268108455
2023-08-04,39.3821541995104
2023-08-07,39.38261320167744
2023-08-08,39.487630974611896
2023-08-09,39.687224671206025
2023-08-10,39.62049317718351
2023-08-11,39.483656417712844
2023-08-14,39.45598839397526
2023-08-15,39.43817403672271
2023-08-16,39.48292687308339
2023-08-17,39.27074982528538
2023-08-18,39.268487436693086
2023-08-21,39.15182746752789
2023-08-24,39.366718011250605
2023-08-25,38.090135708191056
2023-08-30,38.969552331807996
2023-08-31,39.26923651146213
2023-09-01,39.46982985663376
2023-09-06,39.607259563302414
2023-09-07,39.74998842814818
2023-09-08,39.73349778401286
2023-09-11,40.13182827964143
2023-09-12,40.44804537643905
2023-09-13,40.508354800403545
2023-09-14,47.081029904650286
2023-09-15,47.05407038008178
2023-09-18,47.24743403092074
2023-09-19,47.47605029217317
2023-09-20,47.21434476689936
2023-09-21,47.24626979590898
2023-09-22,46.84799944167048
2023-09-25,46.822225110266004
2023-09-26,46.64027885957796
2023-09-27,46.493318589884844
2023-09-28,46.94054701854387
2023-09-29,47.18027739867825
2023-10-02,47.13920934390871
2023-10-03,47.71875499735935
2023-10-04,46.14487496140378
2023-10-05,45.947792975435355
2023-10-06,45.52858150592101
2023-10-11,45.783153368228334
2023-10-12,47.32285379175141
2023-10-13,47.00082025014291
2023-10-16,46.93508675540438
2023-10-17,46.73057586452495
2023-10-18,46.630913621249
2023-10-19,45.80357925301857
2023-10-20,45.791045112329726
2023-10-23,45.750290604161314
2023-10-24,45.719237087991296
2023-10-25,45.10232104370309
2023-10-26,45.1280922876953
2023-10-27,43.84442112264924
2023-10-30,44.09647724954505
2023-10-31,44.03024049821411
2023-11-01,42.940848176969446
2023-11-02,42.782055699870284
2023-11-03,42.85735403732708
2023-11-06,43.993172017543266
2023-11-07,44.00731105915989
2023-11-08,43.790389578809624
2023-11-09,43.22855955614079
2023-11-14,43.82327140934418
2023-11-15,44.01951117982435
2023-11-16,43.65008808017621
2023-11-17,44.23608731782286
2023-11-20,44.10267726107929
2023-11-21,43.909148851427574
2023-11-22,43.52091591753006
2023-11-27,43.900368795493385
2023-11-28,43.70578948078968
2023-11-29,43.15254621891982
2023-11-30,43.29696172958091
2023-12-01,43.699603099865804
2023-12-04,43.34044932752866
2023-12-05,43.37725600666823
2023-12-06,42.903364777920466
2023-12-07,42.10936706745332
2023-12-08,42.12608940350013
2023-12-11,42.175214746379986
2023-12-12,42.151009256866466
2023-12-13,42.97702939794788
2023-12-14,43.004176016989845
2023-12-15,43.78462445230296
2023-12-18,44.01986119113182
2023-12-19,44.36000877495308
2023-12-20,44.6813131890157
2023-12-21,44.300656782040136
2023-12-22,44.611161823068045
2023-12-28,43.564949717119106
2023-12-29,43.89932165740152
2024-01-03,43.2994875054713
2024-01-04,43.157893201083105
2024-01-05,43.20353984962346
2024-01-08,41.64358589635309
2024-01-09,41.70600603292994
2024-01-10,41.490391863792844
2024-01-11,41.56897035974788
2024-01-12,41.35048665888396
2024-01-17,47.273800071977
2024-01-18,46.858696691027205
2024-01-19,46.528120727683266
2024-01-22,46.57514496293316
2024-01-23,46.70991889254239
2024-01-24,46.6888924626955
2024-01-25,46.50278500001803
2024-01-26,45.73412487269292
2024-01-29,45.51983326643077
2024-01-30,45.33938024598956
2024-01-31,44.84337393368029
2024-02-01,44.68620912130501
2024-02-02,44.40600785990217
2024-02-05,44.53075870936987
2024-02-06,44.174758541560834
2024-02-07,44.37084424012753
2024-02-08,44.06691324446018
2024-02-09,44.10832740998334
2024-02-12,44.08953993822109
2024-02-13,44.04175188843067
2024-02-14,43.94085389663726
2024-02-15,44.14637253875319
2024-02-16,43.68554842401573
2024-02-21,43.807801076508504
2024-02-22,43.75187950014463
2024-02-23,43.705332964270944
2024-02-26,43.70663452499597
2024-02-27,43.37064444293588
2024-02-28,43.55526650814056
2024-02-29,43.59071964998381
2024-03-01,43.64427211081505
2024-03-04,44.02982734027422
2024-03-05,43.678499563972885
2024-03-08,43.635793781378304
2024-03-11,43.66981498694608
2024-03-12,43.550019988745674
2024-03-13,43.53248260517247
2024-03-14,43.1304200632084
2024-03-15,43.00301681565633
2024-03-18,42.971098706124586
2024-03-19,42.69587494758582
2024-03-22,42.51331407962127
2024-03-25,42.48734501729965
2024-03-26,42.566323212906916
2024-03-27,41.98872343504845
2024-03-28,41.8631588993809
2024-04-05,41.11895414794187
2024-04-08,40.72221922000237
2024-04-09,40.61362662006789
2024-04-10,40.34123725060894
2024-04-11,40.20530541981797
2024-04-12,40.26024450137634
2024-04-15,39.767987894972656
2024-04-16,39.48618490285331
2024-04-22,39.54060643654847
2024-04-23,39.41978798709642
2024-04-24,39.50573350368263
2024-04-25,39.56970383762813
2024-04-26,39.40289320382835
2024-04-29,39.40942547758534
2024-04-30,39.124263039646074
2024-05-03,39.663156100312385
2024-05-08,39.58088349938486
2024-05-09,39.576268220035494
2024-05-10,39.56891471652697
2024-05-13,39.523391215409625
2024-05-14,39.237181339167854
2024-05-17,39.309269047698045
2024-05-20,38.923564883253206
2024-05-21,38.74399684216101
2024-05-22,38.64292770683722
2024-05-23,38.42379333070126
2024-05-24,38.41214639605401
2024-05-31,38.632737791180105
2024-06-03,37.63687019421914
2024-06-04,38.54980864411262
2024-06-05,38.74900556625969
2024-06-06,38.56634763352488
2024-06-07,38.54334572594967
2024-06-10,38.32067508308422
2024-06-11,38.45007541327761
2024-06-14,38.27575081074916
2024-06-17,38.0467431445849
2024-06-18,38.71712080070102
2024-06-21,38.483429320552176
2024-06-24,37.992659490407554
2024-06-25,37.70748400154322
2024-06-28,37.72641568381493
2024-07-01,37.68380976709452
2024-07-02,37.355159534942466
2024-07-03,37.19729707218211
2024-07-08,37.17059601322827
2024-07-09,36.845703187919106
2024-07-12,36.74390779461002
2024-07-15,35.530286109482155
2024-07-16,35.61607112336426
2024-07-17,36.173839217088705
2024-07-18,35.827574442652356
2024-07-19,35.73185107980345
2024-07-22,35.88554392243558
2024-07-23,35.45953360297678
2024-07-26,35.57793819408704
2024-07-29,35.444009472572695
2024-07-30,35.216464207562716
2024-07-31,34.853588603544445
2024-08-01,35.15860076965858
2024-08-02,35.18075499652477
2024-08-05,35.7282436694204
2024-08-06,35.55273421200361
2024-08-09,35.39720942108013
2024-08-12,35.29158340228908
2024-08-13,35.57738003484556
2024-08-14,35.76280715403577
2024-08-15,35.811194267709865
2024-08-16,35.95797057111583
2024-08-19,36.217921651101214
2024-08-20,36.21274011547501
2024-08-23,36.54882574050253
2024-08-28,36.39862241708031
2024-08-29,36.39338552654815
2024-08-30,36.428314440194775
2024-09-06,36.405338243254555
2024-09-09,36.66091177647172
2024-09-10,36.51641052980632
2024-09-11,36.457848720375985
2024-09-12,36.563763683774745
2024-09-13,36.78192472964427
2024-09-16,36.841680939264656
2024-09-17,36.3862197220727
2024-09-20,36.78176351936229
2024-09-23,37.019357280442215
2024-09-24,36.970443344370516
2024-09-25,37.11116487939406
2024-09-26,36.54233633306587
2024-09-27,36.61459569239624
2024-09-30,36.61541364603405
2024-10-01,36.06465851339888
2024-10-04,36.990913913389086
2024-10-07,35.71467606188459
2024-10-08,35.68435239948631
2024-10-09,36.62004381686182
2024-10-10,36.56825523075862
2024-10-11,37.05562832817741
2024-10-18,36.37221892399968
2024-10-21,37.00494500234357
2024-10-22,37.08116963710983
2024-10-23,37.47875973472539
2024-10-24,37.87323463788582
2024-10-25,38.06074561479103
2024-10-28,38.25588015390934
2024-10-29,38.404080898318405
2024-11-04,38.475841773280955
2024-11-05,39.01810934289829
2024-11-06,38.98820345841158
2024-11-07,38.940961493335266
2024-11-08,39.078599944429534
2024-11-15,39.175796674945246
2024-11-18,38.598733968239664
2024-11-19,38.841170028474714
2024-11-20,38.79611605252672
2024-11-21,39.140806883603695
2024-11-22,39.293448316036226
2024-11-25,39.312094307388385
2024-11-26,39.34795830293918
2024-12-02,39.285837229238055
2024-12-03,37.97832649915915
2024-12-04,38.49650406106666
2024-12-05,38.696462713995835
2024-12-06,38.69730558311857
2024-12-09,38.46745561347489
2024-12-10,38.49058223382992
2024-12-13,38.04158320298501
2024-12-16,37.72869951396197
2024-12-17,37.35176780671449
2024-12-18,37.15295649553082
2024-12-19,36.8882337277521
2024-12-20,36.63658370337527
2024-12-23,36.61073964965086
2024-12-24,36.16081451142358
2024-12-30,35.70161943589912
2024-12-31,35.83943483468325
2025-01-03,34.493587672199425
2025-01-06,34.100564904826285
2025-01-07,33.38676427565869
2025-01-08,33.056692226569105
2025-01-13,33.12311210243347
2025-01-14,33.172583756701265
2025-01-15,32.93325551972173
2025-01-16,33.12980360856881
2025-01-17,33.24097411215524
2025-01-22,35.44689720570053
2025-01-23,35.73309263605924
2025-01-24,35.56293160393378
2025-01-27,35.56320125992426
2025-01-28,37.14820128833278
2025-01-29,36.705538665810614
2025-01-30,37.3940844725854
2025-01-31,37.4919248492656
2025-02-03,37.3852454477204
2025-02-04,33.07641747746886
2025-02-05,32.889575076897664
2025-02-06,32.625886236889265
2025-02-07,32.519033713497215
2025-02-10,32.67288693508158
2025-02-11,32.82115468365482
2025-02-12,33.11437533268937
2025-02-13,34.15345920004115
2025-02-14,34.177410501456315
2025-02-19,34.46564838784529
2025-02-20,34.48179981403291
2025-02-21,34.77236790692731
2025-02-24,35.372334958714205
2025-02-25,35.09451116191425
2025-02-26,36.300853069142924
2025-02-27,36.041986306342515
2025-02-28,36.01099472302667
2025-03-03,36.19138837221384
2025-03-04,34.937589698782425
2025-03-05,34.6631045120838
2025-03-06,34.68523245602596
2025-03-07,34.46266097818339
2025-03-10,34.28619115280004
2025-03-11,34.69898569658193
2025-03-12,34.83855201861883
2025-03-13,35.12398504382944
2025-03-14,34.414574385284986
2025-03-17,34.50885304405694
2025-03-18,34.79208411059765
2025-03-19,34.753143552719216
2025-03-20,34.804279781258145
2025-03-21,34.587047564863745
2025-03-24,35.00246708878709
2025-03-25,35.17792534219166
2025-03-26,35.14835875862522
2025-03-27,35.28854507761725
2025-03-28,35.32693758421891
2025-03-31,34.670501647275195
2025-04-01,34.9331750312919
2025-04-02,34.98364695024134
2025-04-03,34.86714004604445
2025-04-04,37.4662366943312
2025-04-07,39.28332988227567
2025-04-08,39.43846947120346
2025-04-09,39.926202559592
2025-04-10,41.257297895594
2025-04-11,42.46103708541833
2025-04-14,42.98517587731476
2025-04-15,43.166217239210965
2025-04-23,43.34146046075298
2025-04-24,43.43004190615619
2025-04-25,43.36230473135074
2025-04-28,43.85402167600372
2025-04-29,43.75355191764164
2025-05-02,43.857255910219834
2025-05-07,43.843862199964285
2025-05-08,43.6499595055339
2025-05-09,44.57191680112387
2025-05-12,45.33191185982349
2025-05-13,45.63139857088325
2025-05-16,46.66754625847034
2025-05-19,46.14521579020782
2025-05-20,46.23449333929498
2025-05-21,46.29763660350991
2025-05-22,46.53559106095975
2025-05-23,46.48421540138043
2025-05-30,46.49936223804761
2025-06-02,46.836468698708615
2025-06-03,46.57267939981269
2025-06-04,46.56985917849163
2025-06-05,46.56287501019941
2025-06-06,47.0067732313447
2025-06-09,47.57341443705577
2025-06-10,47.6274740307371
2025-06-13,48.178862796574386
2025-06-16,48.424351238892704
2025-06-17,48.33207486532164
2025-06-18,47.63966852694378
2025-06-23,47.48096460535739
2025-06-24,47.87675808413862
2025-06-27,47.91330307380246
2025-06-30,47.753984688994514
2025-07-01,48.21178059688179
2025-07-02,48.16551587916522
2025-07-03,48.1706978558561
2025-07-08,48.464523230641014
2025-07-11,48.564142658349425
2025-07-14,48.385124351406084
2025-07-15,48.55167481521801
2025-07-16,48.934815283867266
2025-07-17,49.1462395346586
2025-07-18,48.66051826072266
2025-07-21,48.74290411521661
2025-07-22,48.762150617409475
2025-07-25,49.31704385421774
2025-07-28,49.0505693074847
2025-07-29,49.81198325916076
2025-07-30,49.973080400902056
2025-07-31,49.828037177358226
2025-08-01,49.76928693400621
2025-08-04,50.646274407818346
2025-08-05,50.66373532040976
2025-08-08,50.70288285368153
2025-08-11,50.88326506794561
2025-08-12,51.188833330311446
2025-08-13,50.99330257167301
2025-08-14,50.69962383845574
2025-08-15,49.828549932309954
2025-08-18,49.928670952516335
2025-08-19,49.88290798016295
2025-08-22,49.764928288587726
2025-08-27,49.79090882230424
2025-08-28,49.91699757655166
2025-08-29,50.095040681270525
2025-09-05,49.987738873116136
2025-09-08,49.47821804159529
2025-09-09,49.952707769120714
2025-09-10,49.537110825357104
2025-09-11,49.037023232805495
2025-09-12,48.989793509325466
2025-09-15,48.763267388518905
2025-09-16,48.84887026207873
2025-09-19,48.85589427421824
2025-09-22,49.07948896069851
2025-09-23,48.73337554540576
2025-09-24,48.78568234828467
2025-09-25,48.5095552993773
2025-09-26,48.49004406528218
2025-09-29,48.53304359564297
2025-09-30,48.4927268091067
2025-10-03,48.16278643267314
2025-10-06,47.945554469107414
2025-10-07,47.83171384381631
2025-10-08,48.007138328343906
2025-10-09,48.09071055445228
2025-10-10,48.40122383897136
2025-10-17,48.795304906077455
2025-10-20,49.60107111485522
2025-10-21,49.314382137154375
2025-10-22,49.17288517035998
2025-10-23,48.06716730232076
2025-10-24,48.02514639555108
2025-10-27,47.87711116013808
2025-10-28,47.891259245898624
2025-10-31,47.97431913450625
2025-11-03,47.36027134600133
2025-11-04,47.420187755303125
2025-11-05,47.31148824625429
2025-11-06,46.48944523453009
2025-11-07,46.26061229006702
2025-11-10,46.174986933526185
2025-11-17,45.472754888232565
2025-11-18,45.34963628481216
2025-11-19,45.03813284894246
2025-11-20,45.3145642912182
2025-11-21,45.24666750740431
2025-11-24,45.195626260800005
2025-11-25,45.126270024726104
2025-12-02,45.56062448415282
2025-12-03,45.668553161387905
2025-12-04,45.43876006916184
2025-12-05,45.36839294592638
2025-12-08,45.235866422674945
2025-12-09,45.70406306714985
2025-12-12,45.83062194061737
2025-12-15,45.54996724294572
2025-12-16,46.2188575462881
2025-12-17,46.719324296432745
2025-12-18,46.721013910411024
2025-12-19,46.830340315934414
2025-12-22,47.07407603729985
2025-12-23,47.3264741011807
2025-12-30,47.56494976245475
2025-12-31,47.481431747981425
