date,system_return,system_dsv_forward_20d,rolling_threshold_75,high_dsv20_state_75,rolling_threshold_80,high_dsv20_state_80,rolling_threshold_85,high_dsv20_state_85
2016-01-05,-0.011663399970179185,0.0016780950650977528,,,,,,
2016-01-06,-0.06612627507651733,0.0014594608523229914,,,,,,
2016-01-07,-0.06332496561048569,0.0012589582888445313,,,,,,
2016-01-08,-0.04549487834313834,0.0011795123658686088,,,,,,
2016-01-11,0.05377317903188617,0.0012065558490814388,,,,,,
2016-01-12,-0.031868904275189604,0.0011557744960963789,,,,,,
2016-01-13,-0.005739741656508653,0.0011541272643822058,,,,,,
2016-01-14,-0.07423434620761259,0.0008785903565386216,,,,,,
2016-01-15,-0.06071838303229928,0.0007590275922092386,,,,,,
2016-01-20,-0.08274933181327083,0.0005664499372990215,,,,,,
2016-01-21,0.013373080649694767,0.0005664499372990216,,,,,,
2016-01-22,0.049156364367984484,0.0005664499372990215,,,,,,
2016-01-25,-0.03171147365557167,0.0005161690592286208,,,,,,
2016-01-26,0.014064703592056063,0.0005161690592286207,,,,,,
2016-01-27,0.002886226990339551,0.0005161690592286208,,,,,,
2016-01-28,-0.00195494617958065,0.000606052436033547,,,,,,
2016-01-29,0.03595549647614008,0.0006158060849283109,,,,,,
2016-02-01,-0.05420021264462191,0.0004689229323921993,,,,,,
2016-02-02,-0.044711411490769154,0.00036896741651735516,,,,,,
2016-02-03,0.011053680093247982,0.0003689811473234437,,,,,,
2016-02-04,-0.008347770527831486,0.0003654968836841771,,,,,,
2016-02-05,0.01874632053007343,0.00040168233067911803,,,,,,
2016-02-08,0.007041451605068401,0.0004016823306791179,,,,,,
2016-02-09,-0.021928645556406418,0.00037763905588219284,,,,,,
2016-02-10,-0.023256604744816115,0.00035059557266936266,,,,,,
2016-02-11,0.01082700727562575,0.0003505955726693627,,,,,,
2016-02-12,0.024246549965293854,0.00035059557266936266,,,,,,
2016-02-17,0.004962250816676901,0.00035202521978576034,,,,,,
2016-02-18,-0.035992593008414196,0.000287251882212293,,,,,,
2016-02-19,-0.05473480444231491,0.0001374569413453702,,,,,,
2016-02-22,0.0580991032306202,0.0001374569413453702,,,,,,
2016-02-23,0.006029889349511402,0.00020526464580567137,,,,,,
2016-02-24,0.05994282546584881,0.00033246854866870367,,,,,,
2016-02-25,0.01732550306746478,0.00033246854866870367,,,,,,
2016-02-26,0.0485600693512091,0.0003331820046615057,,,,,,
2016-02-29,-0.04244395540785028,0.0002453659210419482,,,,,,
2016-03-01,-0.013966852827150385,0.00024474590303468754,,,,,,
2016-03-02,0.0411015911449817,0.00024474590303468754,,,,,,
2016-03-03,0.0217545908192734,0.00024474590303468754,,,,,,
2016-03-04,-0.0005240382827345839,0.00025164076470134405,,,,,,
2016-03-07,0.012723618788726848,0.00028707220557640554,,,,,,
2016-03-08,-0.026901838968717687,0.00025088675858146465,,,,,,
2016-03-09,0.027686978680849485,0.00025088675858146465,,,,,,
2016-03-10,0.010549768908483833,0.00025088675858146465,,,,,,
2016-03-11,0.013205289383555948,0.0002529635550048444,,,,,,
2016-03-14,0.0060736022253325824,0.0002620648872829883,,,,,,
2016-03-15,0.02740738893332952,0.00037638514970409626,,,,,,
2016-03-16,-0.005347236887211236,0.0003749555025876985,,,,,,
2016-03-17,0.0028543634755426677,0.0003749555025876986,,,,,,
