feature,importance_mean,importance_std
net_wti,0.13620344423704597,0.018376583946507638
net_henry_hub,0.09424016647451516,0.02379290200009473
net_cels,0.06301612643529317,0.03299749305297777
net_brent,-0.0009807230244403041,0.02240931620169394
net_pjm_west,-0.0071348691166064895,0.022486260363654777
net_rbob,-0.013916611420759964,0.01741160892097019
