date,tci_total,tci_short,tci_long,tci_total_lag1,tci_short_lag1,tci_long_lag1,tci_total_roll5_std,tci_short_roll5_std,tci_long_roll5_std,system_es_forward_20d
2021-12-06,30.10816019949625,58.37383612372141,0.0040409379974862,29.974738720197298,58.21311282728888,0.0042529403832752,0.2639139224247071,0.6034196552985,0.0002177788813171,-0.09168335039307306
2021-12-07,30.06400583934162,58.95936857484812,0.003602967313786,30.10816019949625,58.37383612372141,0.0040409379974862,0.0454697640847288,0.3060311915402489,0.000339349384532,-0.09168335039307306
2021-12-08,30.029144416676584,59.083516970826814,0.0035776685229532,30.06400583934162,58.95936857484812,0.003602967313786,0.0444737305208644,0.3785488778303814,0.0003801208752023,-0.09168335039307306
2021-12-09,29.97079596375149,59.013816282389165,0.0036155746432522,30.029144416676584,59.083516970826814,0.0035776685229532,0.0525796200860975,0.3611517319624811,0.0002770735592588,-0.11135387579793592
2021-12-10,29.90666340326416,58.86833605061784,0.0036330949248418,29.97079596375149,59.013816282389165,0.0036155746432522,0.0706660205239553,0.2529497773895199,0.0001743822752019,-0.11135387579793592
2021-12-13,29.91110695192168,58.93730540154146,0.0036287236525056,29.90666340326416,58.86833605061784,0.0036330949248418,0.0626330915495632,0.0725162333935559,1.998458053127573e-05,-0.11135387579793592
2021-12-14,29.922675611767527,59.01000402414615,0.0036140793795625,29.91110695192168,58.93730540154146,0.0036287236525056,0.0465084472624929,0.0735085335372401,1.951264508370152e-05,-0.11135387579793592
2021-12-17,30.299645782839445,60.38520907301714,0.0036195943230191,29.922675611767527,59.01000402414615,0.0036140793795625,0.1504722683738323,0.5736333512772389,7.455010589379809e-06,-0.11135387579793592
2021-12-22,30.39398943161616,60.61702043969701,0.0035536528485681,30.299645782839445,60.38520907301714,0.0036195943230191,0.2144400747483635,0.7703040278176485,2.887039453088751e-05,-0.11135387579793592
2021-12-23,30.439380989787008,60.628137256901226,0.0037605502498281,30.39398943161616,60.61702043969701,0.0035536528485681,0.2302224945839088,0.7742605542119692,6.796191840776285e-05,-0.11135387579793592
2021-12-30,30.466635844579447,60.77196360406432,0.0033160897009645,30.439380989787008,60.628137256901226,0.0037605502498281,0.1991495381905655,0.6481880613520239,0.0001451968615148,-0.11135387579793592
2021-12-31,30.475749424642952,60.84625409348848,0.0033300505249354,30.466635844579447,60.77196360406432,0.0033160897009645,0.0643415773310553,0.1581583100104473,0.0001711699036733,-0.11135387579793592
2022-01-03,30.60370659869511,61.213285971866846,0.0034118786895324,30.475749424642952,60.84625409348848,0.0033300505249354,0.0699476274852935,0.2170593025648325,0.0001661149033768,-0.11135387579793592
2022-01-04,30.541998076387628,61.03048563969145,0.003547980727625,30.60370659869511,61.213285971866846,0.0034118786895324,0.0595716178401894,0.2041305453040739,0.0001655886374216,-0.11135387579793592
2022-01-05,30.47341813840555,60.91567575401879,0.0035175286571886,30.541998076387628,61.03048563969145,0.003547980727625,0.0532355160082852,0.1544556216475896,9.458795211622338e-05,-0.11135387579793592
2022-01-06,30.466080540991936,60.84221882999438,0.0035767401633483,30.47341813840555,60.91567575401879,0.0035175286571886,0.0533311620855877,0.1395979313345359,9.215610055232576e-05,-0.11135387579793592
2022-01-07,30.43632511550272,60.964195448848336,0.0035348921707288,30.466080540991936,60.84221882999438,0.0035767401633483,0.0605604128291685,0.1260750859687289,5.638503175581384e-05,-0.11135387579793592
2022-01-10,30.40417652860289,60.91878933504939,0.0036030048198244,30.43632511550272,60.964195448848336,0.0035348921707288,0.0458708581640857,0.0619867673545629,3.0428593695415215e-05,-0.11135387579793592
2022-01-11,30.420990742616727,60.889576795628166,0.0036052396275555,30.40417652860289,60.91878933504939,0.0036030048198244,0.0262866806417356,0.0399540116775229,3.558273789714156e-05,-0.11135387579793592
2022-01-12,30.70048438847319,61.69653726518697,0.0039433181715221,30.420990742616727,60.889576795628166,0.0036052396275555,0.1093512332885624,0.3196078042020135,0.0001475327640323,-0.11135387579793592
2022-01-13,30.74751641813868,62.000592341105865,0.0034543359689334,30.70048438847319,61.69653726518697,0.0039433181715221,0.1497731477919913,0.4635560765620366,0.000166970944404,-0.11135387579793592
2022-01-19,30.845458253332225,62.229128770957495,0.0033112585594041,30.74751641813868,62.000592341105865,0.0034543359689334,0.1787090736174751,0.5514092757223034,0.0002102954547058,-0.11135387579793592
2022-01-20,30.822439844330564,62.21259974075856,0.0032007358329867,30.845458253332225,62.229128770957495,0.0033112585594041,0.152303420882866,0.4967978613357733,0.000258777752419,-0.11135387579793592
2022-01-21,31.01105119649722,62.5214859441578,0.0031496534861789,30.822439844330564,62.21259974075856,0.0032007358329867,0.1063458740505633,0.2736879097095489,0.0002855515069653,-0.08598937637941899
2022-01-24,30.91579113411481,62.60884312488087,0.0053933397750715,31.01105119649722,62.5214859441578,0.0031496534861789,0.0892712386760121,0.2216713692124298,0.0008521735651129,-0.08598937637941899
2022-01-25,30.512398614149,59.78286056122908,0.0041001218527407,30.91579113411481,62.60884312488087,0.0053933397750715,0.1678922249261422,1.0557288813294137,0.0008538066876271,-0.08598937637941899
2022-01-26,30.31174822265359,60.23978935774276,0.0027839643692926,30.512398614149,59.78286056122908,0.0041001218527407,0.2619792108230411,1.2094502800566809,0.0009397336867782,-0.08598937637941899
2022-01-27,30.710463298023218,60.74122079273254,0.0033010036443437,30.31174822265359,60.23978935774276,0.0027839643692926,0.2565403208511895,1.1721512139051744,0.0009293323799465,-0.08598937637941899
2022-01-28,30.79477808752328,60.76516590903531,0.0031947916771786,30.710463298023218,60.74122079273254,0.0033010036443437,0.2138247836683598,0.961372799311504,0.0009237014594651,-0.08598937637941899
2022-01-31,30.604052415947123,60.49395420036661,0.0032018889605601,30.79477808752328,60.76516590903531,0.0031947916771786,0.1673523981810359,0.3646993236870705,0.0004303129193684,-0.08598937637941899
2022-02-01,29.85629508537498,60.02707570468468,0.002839206585316,30.604052415947123,60.49395420036661,0.0032018889605601,0.341143612629766,0.2860298364543547,0.0002103532472583,-0.08598937637941899
2022-02-02,29.98323313791215,60.817913018859706,0.0027900006872089,29.85629508537498,60.02707570468468,0.002839206585316,0.3905535560596791,0.2930571781888036,0.0002087528489319,-0.08598937637941899
2022-02-03,29.762649676688024,60.362575086283925,0.0036430102320453,29.98323313791215,60.817913018859706,0.0027900006872089,0.4179510428251025,0.2876592436651362,0.0003074522392277,-0.08598937637941899
2022-02-04,29.88253490872698,60.560790581102765,0.0037135105514953,29.762649676688024,60.362575086283925,0.0036430102320453,0.3014527896656086,0.2592467121718876,0.0003876044416538,-0.08598937637941899
2022-02-07,29.819660942353185,60.2096555794252,0.003770542795999,29.88253490872698,60.560790581102765,0.0037135105514953,0.0732235670593955,0.2746315140948163,0.0004403072650984,-0.06788996091450607
2022-02-10,29.66262515566789,59.46347793543273,0.0037104230853521,29.819660942353185,60.2096555794252,0.003770542795999,0.1082485786848786,0.4575210352087889,0.0003699617224957,-0.08395056317808273
2022-02-11,29.25960926499195,58.53235106125218,0.0034187092739154,29.66262515566789,59.46347793543273,0.0037104230853521,0.2210671422343501,0.7456502108301711,0.0001230867043666,-0.08395056317808273
2022-02-14,29.22372279827945,58.69191555278866,0.0041213358590988,29.25960926499195,58.53235106125218,0.0034187092739154,0.277430243972191,0.8023985167863135,0.0002240159670873,-0.08395056317808273
2022-02-15,29.19882238712989,58.556685508098745,0.0046435077773399,29.22372279827945,58.69191555278866,0.0041213358590988,0.2572682578072552,0.6552829861330106,0.0004196949911955,-0.08395056317808273
2022-02-16,28.649501673744265,57.35011662782446,0.0039846477398869,29.19882238712989,58.556685508098745,0.0046435077773399,0.3228564149953202,0.6767311288720275,0.0004117930548971,-0.08395056317808273
2022-02-17,28.44530236237312,56.755945417394095,0.0040010146069744,28.649501673744265,57.35011662782446,0.0039846477398869,0.3398729895456192,0.7796807784973768,0.0003901880364888,-0.08395056317808273
2022-02-18,28.30177752986643,56.341587648634594,0.0036882876024181,28.44530236237312,56.755945417394095,0.0040010146069744,0.3817703681364749,0.943137900755258,0.0003123197170051,-0.08395056317808273
2022-02-23,28.235197717852884,56.1800030711121,0.0037402624227862,28.30177752986643,56.341587648634594,0.0036882876024181,0.346770302677498,0.8607577744670187,0.0003400884842238,-0.08395056317808273
2022-02-24,28.10632353558263,55.67104363509521,0.0035003266992321,28.235197717852884,56.1800030711121,0.0037402624227862,0.1863537894389563,0.564758863975988,0.0001891524628935,-0.08395056317808273
2022-02-25,27.04081475063127,52.481386180914,0.0033157227618102,28.10632353558263,55.67104363509521,0.0035003266992321,0.5045142574660478,1.5419712837059247,0.0002310688302105,-0.08395056317808273
2022-02-28,26.754641888916293,52.03566799428682,0.0029439046543943,27.04081475063127,52.481386180914,0.0033157227618102,0.654392631337868,1.882771293115902,0.0002887810795739,-0.08395056317808273
2022-03-01,26.848700359291183,52.04809292687676,0.0035822545316372,26.754641888916293,52.03566799428682,0.0029439046543943,0.6396623439103435,1.8448762122247089,0.0002730662919251,-0.08395056317808273
2022-03-02,26.5662459300238,51.40498721480518,0.0028276034400517,26.848700359291183,52.04809292687676,0.0035822545316372,0.5434683534064052,1.5109125719465073,0.0002994004695204,-0.08395056317808273
2022-03-03,27.39756367339486,52.8378147339895,0.0022946275726436,26.5662459300238,51.40498721480518,0.0028276034400517,0.2829202921168403,0.4818163965412249,0.0004401956721668,-0.08395056317808273
2022-03-04,27.67244717557801,52.893554656486494,0.0023281519453745,27.39756367339486,52.8378147339895,0.0022946275726436,0.4171319495681954,0.5586164062981216,0.0004714497798305,-0.08395056317808273
2022-03-07,27.80926577249474,54.24407266657283,0.002383764403697,27.67244717557801,52.893554656486494,0.0023281519453745,0.4777415106139017,0.9530619954860932,0.0004890522877527,-0.08395056317808273
2022-03-08,27.794337596354705,54.2974270159638,0.0021600704124228,27.80926577249474,54.24407266657283,0.002383764403697,0.4649458640958686,1.0696575422704204,0.0002266862625302,-0.08395056317808273
2022-03-09,28.10597070822142,55.29157236909856,0.0023199583122711,27.794337596354705,54.2974270159638,0.0021600704124228,0.2290170957236827,0.9330752510120044,7.45391645702028e-05,-0.08395056317808273
2022-03-10,28.27392060813162,57.66558407087052,0.0016363663566854,28.10597070822142,55.29157236909856,0.0023199583122711,0.2229594189665613,1.588623193485132,0.0002749414980353,-0.08395056317808273
2022-03-11,28.28846715496618,57.6748882629762,0.0016706742743035,28.27392060813162,57.66558407087052,0.0016363663566854,0.2160368076824108,1.5444559228744532,0.0003194116471127,-0.08395056317808273
2022-03-14,28.15748273492787,57.75604765869641,0.0017757865353841,28.28846715496618,57.6748882629762,0.0016706742743035,0.1786891584224559,1.457487288376905,0.0002759468796708,-0.03489714366650963
2022-03-15,28.74034999656594,59.248080115009,0.0018184068710183,28.15748273492787,57.75604765869641,0.0017757865353841,0.2244119170258885,1.2690778142663974,0.000246980830313,-0.03489714366650963
2022-03-16,26.92115061388211,52.30672265432608,0.001984341947863,28.74034999656594,59.248080115009,0.0018184068710183,0.6108996548894564,2.388576382230953,0.0001231175048744,-0.06416025760474407
2022-03-17,27.06461506816623,52.87077865251722,0.0016195563556005,26.92115061388211,52.30672265432608,0.001984341947863,0.7152479448091528,2.823727495550981,0.0001270807910427,-0.06416025760474407
2022-03-18,27.10386520387204,52.95664009894836,0.0014704389716626,27.06461506816623,52.87077865251722,0.0016195563556005,0.7217723924381135,2.8844689556264123,0.0001755580000436,-0.06416025760474407
2022-03-21,26.973713419332725,52.73798299266704,0.0014400257652839,27.10386520387204,52.95664009894836,0.0014704389716626,0.6928241885627374,2.621567122903531,0.0002078621650449,-0.06416025760474407
2022-03-22,26.748823766648105,52.09805325414059,0.0014243318147488,26.973713419332725,52.73798299266704,0.0014400257652839,0.1248235804502694,0.3338672813511728,0.0002100412563859,-0.06416025760474407
2022-04-11,26.61408404108432,52.04145820876489,0.0014465265895372,26.748823766648105,52.09805325414059,0.0014243318147488,0.1890448593543318,0.3914222196706473,7.125249532012326e-05,-0.06416025760474407
2022-04-12,26.86690888396264,52.58352194326761,0.0014682182528932,26.61408404108432,52.04145820876489,0.0014465265895372,0.1704538574798687,0.3584962120069387,1.7435709963888807e-05,-0.06416025760474407
2022-04-13,26.995328538822577,53.17953183374245,0.0013876878978051,26.86690888396264,52.58352194326761,0.0014682182528932,0.1428853995365629,0.4226692164218537,2.683407658445894e-05,-0.06416025760474407
2022-04-14,27.042733722523103,53.266826704048206,0.0014081203284246,26.995328538822577,53.17953183374245,0.0013876878978051,0.1577223007852037,0.5174876361815293,2.8246174999287034e-05,-0.06416025760474407
2022-04-20,27.02471127922341,53.2697192353179,0.0013534241149325,27.042733722523103,53.266826704048206,0.0014081203284246,0.159670414194833,0.4861259180292666,4.095528835611083e-05,-0.06416025760474407
2022-04-21,27.04078102932517,53.21983135822371,0.0013600432151933,27.02471127922341,53.2697192353179,0.0013534241149325,0.0658186856757742,0.2622955221749732,4.131781605905156e-05,-0.06416025760474407
2022-04-22,26.92143036808156,53.024273075469374,0.0013567157851585,27.04078102932517,53.21983135822371,0.0013600432151933,0.0451000463384278,0.0902237988766771,2.1284945199251765e-05,-0.06416025760474407
2022-04-25,26.958966671402752,53.04763455368723,0.0015275175299743,26.92143036808156,53.024273075469374,0.0013567157851585,0.048848633400119,0.1076269769838137,6.62710561465323e-05,-0.06416025760474407
2022-04-26,26.81062413601024,52.597174900360834,0.0011981637030109,26.958966671402752,53.04763455368723,0.0015275175299743,0.082627770102596,0.2371361179610501,0.0001042148927436,-0.06884363951628072
2022-04-27,26.719676963174702,52.5495438000234,0.001318437286209,26.81062413601024,52.597174900360834,0.0011981637030109,0.1129506225538276,0.2658183418295955,0.0001055322162079,-0.06884363951628072
2022-04-28,26.690687958214884,52.42426170242506,0.0012167807849938,26.719676963174702,52.5495438000234,0.001318437286209,0.1062767084277084,0.2573562085635448,0.0001181949639678,-0.06884363951628072
