date,tci_total
2016-01-12,22.817266941472642
2016-01-13,23.674352726936636
2016-01-14,29.26450423634579
2016-01-15,28.441376273157875
2016-01-20,29.51286071541094
2016-01-21,42.8292008434903
2016-01-22,44.73083756660258
2016-01-25,48.474316934553606
2016-01-26,57.22481981497666
2016-01-27,56.304041645455705
2016-01-28,56.33250788362189
2016-01-29,59.383828429112526
2016-02-01,56.166172687343554
2016-02-02,64.08257410133886
2016-02-03,61.252144130929196
2016-02-04,60.33830035473895
2016-02-05,58.330425166011594
2016-02-08,56.881163648367654
2016-02-09,57.79852932141768
2016-02-10,58.03122893030312
2016-02-11,57.64764262752336
2016-02-12,59.39461282764472
2016-02-17,59.67378563062809
2016-02-18,58.082552371715586
2016-02-19,57.30872199815815
2016-02-22,58.390174401402675
2016-02-23,55.257104612550215
2016-02-24,57.57658518030277
2016-02-25,57.74045925416272
2016-02-26,57.14940842601791
2016-02-29,54.965258776870655
2016-03-01,54.479960427977204
2016-03-02,51.9128041478281
2016-03-03,50.795671447785686
2016-03-04,49.48991123030293
2016-03-07,49.2319132956927
2016-03-08,48.87045803471938
2016-03-09,48.8142419091155
2016-03-10,47.709063508933475
2016-03-11,47.17036068890641
2016-03-14,46.35258467643235
2016-03-15,46.035122092389194
2016-03-16,46.27836912284811
2016-03-17,45.3499785095756
2016-03-18,44.70237271928428
2016-03-21,43.717300073786596
2016-03-22,42.00196097910562
2016-03-23,41.87609062777598
2016-03-24,41.97927031496295
2016-03-30,41.650015517813706
2016-03-31,39.52188555548928
2016-04-01,38.86073608255892
2016-04-04,38.83196462942776
2016-04-05,38.735803218002026
2016-04-06,39.308417647425394
2016-04-07,38.88666470850979
2016-04-08,39.10973012311737
2016-04-11,38.18933189613265
2016-04-12,37.611512692881774
2016-04-13,37.65102485721887
2016-04-14,37.23008623406077
2016-04-15,38.84908152234605
2016-04-18,38.07950323029542
2016-04-19,39.2328975965165
2016-04-20,38.54450051217568
2016-04-21,38.380749016885176
2016-04-22,37.70131109938341
2016-04-25,37.7385508254958
2016-04-26,37.47543658091474
2016-04-27,37.60581746786325
2016-04-28,36.38788238778202
2016-04-29,35.259001232240344
2016-05-02,35.70080751918061
2016-05-03,36.287032474010125
2016-05-04,35.94842334364938
2016-05-05,35.89298798674671
2016-05-06,35.73900617170978
2016-05-09,35.08799891696907
2016-05-10,34.517672020680884
2016-05-11,35.1603463292829
2016-05-12,34.81646033466855
2016-05-13,33.971529739244936
2016-05-16,34.2052546974443
2016-05-17,34.01056717147892
2016-05-18,33.8570994215957
2016-05-19,34.12783653725152
2016-05-20,33.45469176254511
2016-05-23,33.214317837142325
2016-05-24,32.508666212888926
2016-05-25,31.803242041176105
2016-05-26,31.76252166823977
2016-05-27,30.817122642293985
2016-06-01,31.01073295810086
2016-06-02,30.88118298647628
2016-06-03,31.717866546107132
2016-06-06,32.27930164129336
2016-06-07,32.114902030479364
2016-06-08,32.30330641657293
2016-06-09,32.45150885638969
2016-06-10,34.911620545372415
2016-06-13,35.268527832285145
2016-06-14,35.175769760548285
2016-06-15,34.66760985363512
2016-06-16,34.598688480192486
2016-06-17,34.359629267278756
2016-06-20,36.58005213119579
2016-06-21,35.57356846170063
2016-06-22,34.47471371202009
2016-06-23,35.03572349240335
2016-06-24,38.64398198228623
2016-06-27,39.47619729334331
2016-06-28,39.901787427077174
2016-06-29,40.5860486671393
2016-06-30,39.60830556389991
2016-07-01,39.469815889386155
2016-07-06,38.42770269922133
2016-07-07,37.691843967901136
2016-07-08,36.67541759837081
2016-07-11,36.94398660883781
2016-07-12,38.259032932212165
2016-07-13,38.84159155192142
2016-07-14,38.41677280894434
2016-07-15,37.72563372025658
2016-07-18,36.11526135210848
2016-07-19,35.595243288450426
2016-07-20,34.7932166959011
2016-07-21,35.098333770662485
2016-07-22,34.92444562226153
2016-07-25,34.37826114816804
2016-07-26,33.51393658696097
2016-07-27,33.85148968869612
2016-07-28,34.55483726936803
2016-07-29,35.47442186242086
2016-08-01,35.25030864146961
2016-08-02,34.90931676449002
2016-08-03,36.045569168964015
2016-08-04,34.5299862961295
2016-08-05,34.37302054747888
2016-08-08,33.945092158908444
2016-08-09,33.777365107404165
2016-08-10,35.03679937990962
2016-08-11,37.03078583688291
2016-08-12,37.31514287554758
2016-08-15,37.654716806302474
2016-08-16,36.12293556963562
2016-08-17,35.84865120229622
2016-08-18,34.645442609004434
2016-08-19,34.51071340722362
2016-08-22,35.55031079904231
2016-08-23,35.533290124721674
2016-08-24,35.55404998146679
2016-08-25,34.811266294804206
2016-08-26,34.10975102448247
2016-08-29,34.10946621282595
2016-08-30,35.10712228836585
2016-08-31,35.55466592759827
2016-09-01,36.68825843309786
2016-09-02,36.05264961674383
2016-09-07,36.81379718393965
2016-09-08,36.966545055171636
2016-09-09,41.35112726195501
2016-09-12,42.660595009900206
2016-09-13,42.71578494114232
2016-09-14,43.5071442797759
2016-09-15,43.384108382827435
2016-09-16,42.747458936450535
2016-09-19,43.29757136602442
2016-09-20,43.85160470340611
2016-09-21,43.406791460660976
2016-09-22,43.6417967755404
2016-09-23,43.42180929601188
2016-09-26,42.47821096090529
2016-09-27,40.67336299865695
2016-09-28,39.67189153490848
2016-09-29,41.8765198700829
2016-09-30,40.898487894244276
2016-10-03,40.24330589567821
2016-10-04,39.12154506205257
2016-10-05,38.70269822338524
2016-10-06,40.47321641887075
2016-10-07,40.05081644196415
2016-10-10,38.96288674411726
2016-10-11,38.017076757867926
2016-10-12,37.04978567729402
2016-10-13,36.47786155927151
2016-10-14,36.02972118475633
2016-10-17,36.04159997358541
2016-10-18,35.391536703747796
2016-10-19,35.095312557881016
2016-10-20,35.151409101744626
2016-10-21,36.35975653890233
2016-10-24,35.23392098277812
2016-10-25,34.32052000029143
2016-10-26,34.30594380596159
2016-10-27,31.77345464299215
2016-10-28,31.76255794056691
2016-10-31,35.180829138575845
2016-11-01,34.81659623849542
2016-11-02,34.80034250167018
2016-11-03,34.27187511483451
2016-11-04,34.67280283622148
2016-11-07,35.57003231092744
2016-11-08,35.55622827951052
2016-11-09,35.221362680220864
2016-11-10,35.038522540440304
2016-11-11,35.09126400622896
2016-11-14,35.439570893814995
2016-11-15,38.135362091907325
2016-11-16,38.342080281704085
2016-11-17,39.00930373647964
2016-11-18,38.71589568257426
2016-11-21,43.08535901494688
2016-11-22,40.07435993552277
2016-11-23,40.12722276686312
2016-11-28,40.128738810210834
2016-11-29,41.10077936565604
2016-11-30,42.20040824965631
2016-12-01,42.87691090056052
2016-12-02,42.83694196869038
2016-12-05,40.73389545329785
2016-12-06,39.7112918986216
2016-12-07,39.91651000492268
2016-12-08,39.22019754815176
2016-12-09,38.9084977649858
2016-12-12,38.18694773700019
2016-12-13,38.09334392274411
2016-12-14,37.319939941734155
2016-12-15,35.42057793364094
2016-12-16,34.977073507021764
2016-12-19,34.719799737002596
2016-12-20,34.21616283002738
2016-12-21,33.08463623877988
2016-12-22,32.7879417728155
2016-12-23,32.036608333139746
2016-12-29,31.940219028143645
2016-12-30,31.784164119978204
2017-01-04,32.005044343631006
2017-01-05,31.6676736711395
2017-01-06,31.422549829542803
2017-01-09,31.881423946007814
2017-01-10,31.756285053192485
2017-01-11,32.00174018535025
2017-01-12,32.54794189300137
2017-01-13,32.56324949709857
2017-01-18,32.55798511361482
2017-01-19,31.91744241340606
2017-01-20,31.086263694439136
2017-01-23,30.818715878871885
2017-01-24,30.7295663902886
2017-01-25,30.783049754325273
2017-01-26,32.449750837878135
2017-01-27,32.52146678193191
2017-01-30,32.510476284653784
2017-01-31,31.375357782790434
2017-02-01,32.65882860734838
2017-02-02,32.7633899156809
2017-02-03,32.3233496715657
2017-02-06,33.04399233057452
2017-02-07,32.118032224669456
2017-02-08,31.95712819516956
2017-02-09,32.03126576041517
2017-02-10,32.50934203129561
2017-02-13,33.29144465751739
2017-02-14,32.225355651775
2017-02-15,32.115781769942465
2017-02-16,32.56827974857956
2017-02-17,33.13464008175499
2017-02-22,32.61011355976877
2017-02-23,35.32160815621547
2017-02-24,36.46314206319355
2017-02-27,36.001112330427624
2017-02-28,35.09349001375825
2017-03-01,34.95897401715629
2017-03-02,32.947057506023484
2017-03-03,31.634466036277527
2017-03-06,31.96940688209531
2017-03-07,31.136889291714425
2017-03-08,33.514488834645086
2017-03-09,31.894353883723824
2017-03-10,30.421877412306827
2017-03-13,30.635197535734374
2017-03-14,30.46960649074276
2017-03-15,30.927819979515387
2017-03-16,31.879485866154738
2017-03-17,31.709608997894662
2017-03-20,31.721048322058703
2017-03-21,32.93354285243386
2017-03-22,33.31257030013785
2017-03-23,32.89250570871888
2017-03-24,32.60401325833122
2017-03-27,32.217064010231766
2017-03-28,32.277631938894984
2017-03-29,32.66563520515911
2017-03-30,32.71502779564643
2017-03-31,32.180061364076245
2017-04-03,32.20797718516124
2017-04-04,30.63540737048274
2017-04-05,30.720645362884223
2017-04-06,31.201916621072456
2017-04-07,31.42234398972765
2017-04-10,31.46393188652736
2017-04-11,31.052271761456932
2017-04-12,31.794100104929395
2017-04-13,31.71058864109408
2017-04-19,31.985566104124455
2017-04-20,32.37707918643641
2017-04-21,33.77443095380812
2017-04-24,32.74536532480521
2017-04-25,32.7238031901254
2017-04-26,31.837573741312145
2017-04-27,31.243908917415315
2017-04-28,31.00516252073901
2017-05-01,31.179349763936074
2017-05-02,32.20826533436338
2017-05-03,32.19704816504458
2017-05-04,34.037033511471236
2017-05-05,33.83429506499645
2017-05-08,33.511515129747295
2017-05-09,33.475718718248196
2017-05-10,33.80365990316973
2017-05-11,35.937604190313415
2017-05-12,35.21843487588594
2017-05-15,36.15285060434901
2017-05-16,36.385135711452136
2017-05-17,35.207922686505285
2017-05-18,34.39343337556911
2017-05-19,34.51486888832266
2017-05-22,34.08472548462334
2017-05-23,32.469630981203856
2017-05-24,33.00472491653979
2017-05-25,35.70004654312421
2017-05-31,37.4216061104532
2017-06-01,34.82788069421776
2017-06-02,35.71982418779701
2017-06-05,34.28147290273103
2017-06-06,33.18770695504276
2017-06-07,32.63297712316809
2017-06-08,32.95652781756219
2017-06-09,33.74198534763785
2017-06-12,39.01304836241183
2017-06-13,38.87494630186652
2017-06-14,41.58960348397751
2017-06-15,40.91621859371219
2017-06-16,40.59439581107292
2017-06-19,39.33381780699255
2017-06-20,38.15220906813826
2017-06-21,37.941649788409876
2017-06-22,37.2600457581867
2017-06-23,37.150773737795895
2017-06-26,36.02665572469558
2017-06-27,34.77847615946762
2017-06-28,34.715004543345806
2017-06-29,35.270890870879605
2017-06-30,35.35656402663718
2017-07-06,34.87188070963382
2017-07-07,33.660488902988185
2017-07-10,33.251596687687545
2017-07-11,33.66881436656449
2017-07-12,32.821119867609
2017-07-13,32.91247908966624
2017-07-14,33.03267062039308
2017-07-17,32.342338019138076
2017-07-18,32.15858563418331
2017-07-19,31.806362366498174
2017-07-20,31.508191555291486
2017-07-21,34.6267972506137
2017-07-24,34.827194824179884
2017-07-25,34.98717335773227
2017-07-26,33.84854218522005
2017-07-27,33.374667769350204
2017-07-28,33.67088582733198
2017-07-31,32.7158792345811
2017-08-01,33.27214311044665
2017-08-02,32.36660491623845
2017-08-03,31.68875554034202
2017-08-04,32.1631436314182
2017-08-07,32.07054231267857
2017-08-08,32.08841715335169
2017-08-09,31.644481655014516
2017-08-10,31.879655717387237
2017-08-11,31.33628824113443
2017-08-14,31.442179157975684
2017-08-15,31.305543463424517
2017-08-16,31.861831034963355
2017-08-17,32.1820773260174
2017-08-18,31.565087377931324
2017-08-21,32.05107440322084
2017-08-22,30.661533081073998
2017-08-23,31.856373702607144
2017-08-24,28.067726729432163
2017-08-25,28.012279307181515
2017-08-28,26.593833483362417
2017-08-29,26.316888117090187
2017-08-30,26.746705919156145
2017-08-31,28.39826690317787
2017-09-01,29.186984334536305
2017-09-06,27.570489425788747
2017-09-07,26.58573806560769
2017-09-08,26.355268896600432
2017-09-11,23.989611381017024
2017-09-12,23.98706117964332
2017-09-13,24.59421299804396
2017-09-14,24.49841931021773
2017-09-15,24.342594524661525
2017-09-18,23.065504845317708
2017-09-19,23.07758997926932
2017-09-20,22.62503024710162
2017-09-21,22.752803136445664
2017-09-22,22.71641385434289
